"Freq [GHz]","TEM mode []"
1.65045,-52.1026399474074
1.6579475,-52.037209430204
1.665445,-51.9720465246607
1.6729425,-51.9071493978538
1.68044,-51.8425162331068
1.6879375,-51.77814522977
1.695435,-51.7140346030042
1.7029325,-51.6501825835693
1.71043,-51.5865874176163
1.7179275,-51.5232473664843
1.725425,-51.4601607065013
1.7329225,-51.3973257287883
1.74042,-51.3347407390682
1.7479175,-51.2724040574776
1.755415,-51.2103140183822
1.7629125,-51.1484689701966
1.77041,-51.0868672752059
1.7779075,-51.0255073093923
1.785405,-50.9643874622634
1.7929025,-50.9035061366847
1.8004,-50.8428617487143
1.8078975,-50.7824527274414
1.815395,-50.7222775148267
1.8228925,-50.6623345655461
1.83039,-50.6026223468374
1.8378875,-50.5431393383487
1.845385,-50.4838840319903
1.8528825,-50.4248549317885
1.86038,-50.3660505537422
1.8678775,-50.3074694256813
1.875375,-50.2491100871281
1.8828725,-50.1909710891601
1.89037,-50.1330509942759
1.8978675,-50.0753483762624
1.905365,-50.0178618200643
1.9128625,-49.9605899216561
1.92036,-49.9035312879148
1.9278575,-49.846684536496
1.935355,-49.7900482957106
1.9428525,-49.7336212044039
1.95035,-49.6774019118363
1.9578475,-49.6213890775658
1.965345,-49.5655813713315
1.9728425,-49.5099774729396
1.98034,-49.4545760721505
1.9878375,-49.3993758685672
1.995335,-49.3443755715251
2.0028325,-49.2895738999841
2.01033,-49.234969582421
2.0178275,-49.1805613567233
2.025325,-49.1263479700852
2.0328225,-49.0723281789041
2.04032,-49.018500748678
2.0478175,-48.9648644539051
2.055315,-48.9114180779832
2.0628125,-48.8581604131117
2.07031,-48.8050902601934
2.0778075,-48.7522064287374
2.085305,-48.6995077367643
2.0928025,-48.6469930107102
2.1003,-48.5946610853339
2.1077975,-48.5425108036226
2.115295,-48.490541016701
2.1227925,-48.4387505837386
2.13029,-48.3871383718598
2.1377875,-48.3357032560539
2.145285,-48.2844441190854
2.1527825,-48.2333598514057
2.16028,-48.1824493510653
2.1677775,-48.1317115236261
2.175275,-48.0811452820748
2.1827725,-48.0307495467365
2.19027,-47.9805232451892
2.1977675,-47.9304653121782
2.205265,-47.8805746895314
2.2127625,-47.8308503260749
2.22026,-47.7812911775488
2.2277575,-47.7318962065237
2.235255,-47.6826643823171
2.2427525,-47.6335946809103
2.25025,-47.5846860848657
2.2577475,-47.5359375832441
2.265245,-47.4873481715221
2.2727425,-47.4389168515099
2.28024,-47.3906426312696
2.2877375,-47.3425245250323
2.295235,-47.294561553117
2.3027325,-47.2467527418481
2.31023,-47.1990971234738
2.3177275,-47.151593736084
2.325225,-47.1042416235285
2.3327225,-47.0570398353349
2.34022,-47.0099874266265
2.3477175,-46.9630834580397
2.355215,-46.9163269956422
2.3627125,-46.8697171108497
2.37021,-46.8232528803435
2.3777075,-46.776933385987
2.385205,-46.7307577147427
2.3927025,-46.6847249585882
2.4002,-46.638834214432
2.4076975,-46.5930845840295
2.415195,-46.5474751738978
2.4226925,-46.5020050952306
2.43019,-46.4566734638121
2.4376875,-46.4114793999311
2.445185,-46.3664220282942
2.4526825,-46.3215004779382
2.46018,-46.2767138821422
2.4676775,-46.2320613783393
2.475175,-46.187542108027
2.4826725,-46.1431552166776
2.49017,-46.0988998536472
2.4976675,-46.0547751720849
2.505165,-46.0107803288398
2.5126625,-45.9669144843687
2.52016,-45.9231768026421
2.5276575,-45.8795664510491
2.535155,-45.8360826003024
2.5426525,-45.792724424341
2.55015,-45.7494911002332
2.5576475,-45.7063818080778
2.565145,-45.6633957309043
2.5726425,-45.6205320545725
2.58014,-45.5777899676702
2.5876375,-45.5351686614107
2.595135,-45.4926673295282
2.6026325,-45.4502851681727
2.61013,-45.4080213758031
2.6176275,-45.3658751530791
2.625125,-45.3238457027523
2.6326225,-45.2819322295549
2.64012,-45.2401339400882
2.6476175,-45.1984500427088
2.655115,-45.1568797474132
2.6626125,-45.1154222657218
2.67011,-45.0740768105604
2.6776075,-45.0328425961406
2.685105,-44.9917188378382
2.6926025,-44.9507047520706
2.7001,-44.9097995561711
2.7075975,-44.8690024682633
2.715095,-44.8283127071321
2.7225925,-44.7877294920933
2.73009,-44.7472520428621
2.7375875,-44.7068795794183
2.745085,-44.6666113218705
2.7525825,-44.6264464903178
2.76008,-44.5863843047098
2.7675775,-44.5464239847037
2.775075,-44.5065647495205
2.7825725,-44.4668058177972
2.79007,-44.4271464074386
2.7975675,-44.387585735465
2.805065,-44.3481230178593
2.8125625,-44.3087574694095
2.82006,-44.2694883035509
2.8275575,-44.2303147322042
2.835055,-44.1912359656114
2.8425525,-44.1522512121693
2.85005,-44.1133596782599
2.8575475,-44.0745605680778
2.865045,-44.0358530834554
2.8725425,-43.9972364236845
2.88004,-43.958709785335
2.8875375,-43.9202723620707
2.895035,-43.8819233444615
2.9025325,-43.8436619197928
2.91003,-43.805487271871
2.9175275,-43.7673985808264
2.925025,-43.7293950229111
2.9325225,-43.691475770295
2.94002,-43.6536399908565
2.9475175,-43.6158868479704
2.955015,-43.5782155002912
2.9625125,-43.5406251015326
2.97001,-43.5031148002424
2.9775075,-43.4656837395736
2.985005,-43.4283310570505
2.9925025,-43.3910558843303
3,-43.3538573469596
