"Freq [GHz]","ang_rad(S(waveport1:1,1)) [rad]","ang_rad(S(waveport2:1,1)) [rad]"
14.0502975,2.39624351114866,2.91727033338917
14.100295,2.37778373740936,2.90066050327254
14.1502925,2.35932534192784,2.88405579525204
14.20029,2.3408676908826,2.86745629957998
14.2502875,2.32241014685955,2.85086212388156
14.300285,2.30395205862212,2.83427345552846
14.3502825,2.28549271446681,2.81769068874405
14.40028,2.26703121899327,2.80111466267183
14.4502775,2.24856621837503,2.7845470819563
14.500275,2.23009533166805,2.76799123322535
14.5502725,2.21161400199,2.75145319270412
14.60027,2.19311314223194,2.73494390411074
14.6502675,2.17457406735858,2.71848293583529
14.700265,2.15595672057881,2.70210563690455
14.7502625,2.13716999630602,2.68587624131143
14.80026,2.11799659344896,2.66989657652652
14.8502575,2.09800888300129,2.65410346291233
14.900255,2.07781416956833,2.63651921772248
14.9502525,2.06108692205377,2.61630968502163
15.00025,2.04504136115896,2.59863144829134
15.0502475,2.02781029766483,2.5820227646995
15.100245,2.01001010060736,2.56554251682202
15.1502425,1.99198686897959,2.54903936181029
15.20024,1.97386951203432,2.53250041204075
15.2502375,1.95570864340963,2.51593248186963
15.300235,1.93752609644708,2.49934310986283
15.3502325,1.91933210763685,2.48273797737524
15.40023,1.90113181814955,2.46612106035459
15.4502275,1.8829279651536,2.44949510504445
15.500225,1.86472208395819,2.43286201905982
15.5502225,1.84651507823871,2.41622314359095
15.60022,1.82830750484973,2.39957943616411
15.6502175,1.81009972091812,2.38293159141183
15.700215,1.79189196296089,2.36628012203266
15.7502125,1.77368439060377,2.34962541337341
15.80021,1.75547711157417,2.33296776073392
15.8502075,1.73727019653053,2.31630739519309
15.900205,1.71906368826451,2.29964450172018
15.9502025,1.70085760772481,2.28297923203784
16.0002,1.68265195820462,2.26631171387069
16.0501975,1.66444672843779,2.24964205767469
16.100195,1.64624189502192,2.23297036159027
16.1501925,1.62803742440624,2.21629671512845
16.20019,1.60983327458125,2.19962120194346
16.2501875,1.59162939655103,2.18294390193946
16.300185,1.57342573563704,2.16626489288664
16.3501825,1.55522223264456,2.14958425167231
16.40018,1.53701882491226,2.13290205527723
16.4501775,1.51881544725989,2.11621838154351
16.500175,1.50061203284511,2.09953330978222
16.5501725,1.48240851393862,2.08284692125704
16.60017,1.46420482262513,2.0661592995705
16.6501675,1.44600089143677,2.04947053097315
16.700165,1.42779665392432,2.03278070461063
16.7501625,1.40959204516382,2.01608991271251
16.80016,1.39138700233644,1.99939825086522
16.8501575,1.37318146477909,1.98270581776922
16.900155,1.35497537489325,1.96601271586949
16.9501525,1.33676867808082,1.94931905102888
17.00015,1.31856132318196,1.93262493271942
17.0501475,1.30035326272487,1.91593047404158
17.100145,1.2821444531583,1.89923579174143
17.1501425,1.26393485505643,1.88254100621488
17.20014,1.24572443329771,1.86584624149979
17.2501375,1.22751315721955,1.849151625257
17.300135,1.2093010007507,1.83245728874105
17.3501325,1.19108794252299,1.81576336676162
17.40013,1.17287396596393,1.79906999763606
17.4501275,1.15465905937155,1.78237732313371
17.500125,1.13644321597286,1.76568548841239
17.5501225,1.11822643396702,1.74899464194738
17.60012,1.10000871655427,1.73230493545326
17.6501175,1.08179007195178,1.71561652379885
17.700115,1.06357051339715,1.69892956491543
17.7501125,1.04535005914051,1.6822442196985
17.80011,1.02712873242599,1.66556065190311
17.8501075,1.00890656146319,1.64887902803311
17.900105,0.990683579389471,1.63219951722413
17.9501025,0.97245982422347,1.61552229112075
18.0001,0.954235338810592,1.5988475237476
18.0500975,0.936010170760844,1.58217539137477
18.100095,0.917784372379563,1.56550607237739
18.1500925,0.899558000591446,1.54883974708954
18.20009,0.881331116858277,1.53217659765252
18.2500875,0.863103787090731,1.51551680785758
18.300085,0.844876081554558,1.49886056298298
18.3500825,0.826648074771495,1.48220804962572
18.40008,0.808419845415153,1.46555945552768
18.4500775,0.790191476202139,1.44891496939631
18.500075,0.771963053778665,1.43227478071998
18.5500725,0.753734668602841,1.41563907957784
18.60007,0.735506414822854,1.39900805644431
18.6500675,0.717278390151207,1.38238190198814
18.700065,0.6990506957352,1.36576080686611
18.7500625,0.680823436023768,1.34914496151119
18.80006,0.66259671863086,1.33253455591533
18.8500575,0.644370654195452,1.31592977940663
18.900055,0.626145356238327,1.29933082042102
18.9500525,0.607920941015733,1.28273786626815
19.00005,0.589697527370023,1.26615110289162
19.0500475,0.571475236577367,1.24957071462323
19.100045,0.553254192192638,1.23299688393117
19.1500425,0.535034519891561,1.21642979116204
19.20004,0.516816347310198,1.19986961427628
19.2500375,0.498599803881866,1.18331652857703
19.300035,0.480385020671572,1.16677070643177
19.3500325,0.462172130208027,1.15023231698681
19.40003,0.443961266313406,1.13370152587381
19.4500275,0.425752563933106,1.1171784949105
19.500025,0.40754615894624,1.10066338177532
19.5500225,0.389342188022712,1.0841563397214
19.60002,0.371140788406118,1.06765751720814
19.6500175,0.352942097754794,1.0511670575819
19.700015,0.334746253953849,1.03468509871758
19.7500125,0.316553394930949,1.01821177265265
19.80001,0.298363658470278,1.00174720520685
19.8500075,0.280177182024908,0.985291515586227
19.900005,0.26199410252768,0.968844815969893
19.9500025,0.243814556200685,0.952407211077843
20,0.225638678363444,0.935978797717664

