"Freq [GHz]","TEM mode []"
2.4376875,-47.0061627209044
2.445185,-46.9582882917001
2.4526825,-46.9105766215177
2.46018,-46.8630265439357
2.4676775,-46.8156369013261
2.475175,-46.7684065447381
2.4826725,-46.7213343337833
2.49017,-46.6744191365224
2.4976675,-46.6276598293524
2.505165,-46.5810552968956
2.5126625,-46.5346044318898
2.52016,-46.488306135079
2.5276575,-46.4421593151054
2.535155,-46.3961628884034
2.5426525,-46.3503157790925
2.55015,-46.3046169188736
2.5576475,-46.2590652469246
2.565145,-46.2136597097976
2.5726425,-46.1683992613164
2.58014,-46.1232828624763
2.5876375,-46.0783094813426
2.595135,-46.033478092952
2.6026325,-45.9887876792135
2.61013,-45.9442372288104
2.6176275,-45.899825737103
2.625125,-45.8555522060326
2.6326225,-45.8114156440252
2.64012,-45.7674150658964
2.6476175,-45.7235494927572
2.655115,-45.67981795192
2.6626125,-45.6362194768053
2.67011,-45.5927531068488
2.6776075,-45.5494178874098
2.685105,-45.5062128696791
2.6926025,-45.4631371105882
2.7001,-45.4201896727185
2.7075975,-45.3773696242114
2.715095,-45.3346760386783
2.7225925,-45.2921079951117
2.73009,-45.2496645777961
2.7375875,-45.2073448762194
2.745085,-45.1651479849853
2.7525825,-45.1230730037249
2.76008,-45.0811190370097
2.7675775,-45.039285194264
2.775075,-44.9975705896787
2.7825725,-44.9559743421238
2.79007,-44.9144955750627
2.7975675,-44.8731334164656
2.805065,-44.8318869987236
2.8125625,-44.7907554585629
2.82006,-44.7497379369589
2.8275575,-44.7088335790508
2.835055,-44.6680415340558
2.8425525,-44.6273609551839
2.85005,-44.5867909995521
2.8575475,-44.5463308280993
2.865045,-44.5059796055004
2.8725425,-44.4657365000811
2.88004,-44.4256006837319
2.8875375,-44.3855713318223
2.895035,-44.3456476231149
2.9025325,-44.3058287396791
2.91003,-44.2661138668047
2.9175275,-44.2265021929145
2.925025,-44.1869929094778
2.9325225,-44.147585210922
2.94002,-44.1082782945451
2.9475175,-44.0690713604262
2.955015,-44.0299636113368
2.9625125,-43.9909542526502
2.97001,-43.9520424922505
2.9775075,-43.9132275404411
2.985005,-43.8745086098513
2.9925025,-43.8358849153427
3,-43.7973556739134
